Station,Date,Range,HH,HHDate,LL,LLDate,Tide Stage,Tide Stage Fitted
8656483,2015-07-27T04:00:00,3.097,3.976,2015-07-26 20:30:00.0,0.879,2015-07-26 14:00:00.0,2000,2000
8656483,2015-08-03T04:00:00,4.484999999999999,4.403,2015-08-03 02:36:00.0,-0.082,2015-08-02 08:00:00.0,4000,4100
8656483,2015-08-10T04:00:00,3.7009999999999996,4.544,2015-08-09 21:12:00.0,0.843,2015-08-09 14:06:00.0,2000,2000
8656483,2015-08-17T04:00:00,3.294,3.527,2015-08-17 01:54:00.0,0.233,2015-08-16 19:36:00.0,4100,4100
8656483,2015-08-24T04:00:00,3.136,4.245,2015-08-23 19:12:00.0,1.109,2015-08-23 12:48:00.0,2100,2100
8656483,2015-08-31T04:00:00,4.587000000000001,4.357,2015-08-31 01:00:00.0,-0.23,2015-08-30 19:12:00.0,4100,4100
8656483,2015-09-08T04:00:00,3.157,3.921,2015-09-07 20:48:00.0,0.764,2015-09-07 13:36:00.0,2000,2000
8656483,2015-09-14T04:00:00,3.314,3.56,2015-09-13 12:42:00.0,0.246,2015-09-13 06:36:00.0,4200,4200
8656483,2015-09-21T04:00:00,2.89,3.704,2015-09-20 17:18:00.0,0.814,2015-09-20 10:48:00.0,2200,2200
8656483,2015-09-28T04:00:00,4.232,5.771,2015-09-27 11:36:00.0,1.539,2015-09-27 18:12:00.0,4200,4200
8656483,2015-09-29T04:00:00,4.511,5.722,2015-09-28 12:24:00.0,1.211,2015-09-28 19:06:00.0,4100,4200
8656483,2015-10-12T04:00:00,3.4220000000000006,4.557,2015-10-11 11:42:00.0,1.135,2015-10-11 05:24:00.0,4200,4200
8656483,2015-10-19T04:00:00,3.275,3.875,2015-10-18 16:18:00.0,0.6,2015-10-18 09:12:00.0,2300,2300
8656483,2015-10-27T04:00:00,4.573,4.793,2015-10-26 11:36:00.0,0.22,2015-10-26 04:48:00.0,4200,4200
8656483,2015-11-09T05:00:00,3.025,3.957,2015-11-08 22:18:00.0,0.932,2015-11-08 05:00:00.0,2000,2000
8656483,2015-12-16T05:00:00,3.8059999999999996,4.068,2015-12-15 15:42:00.0,0.262,2015-12-15 09:18:00.0,4000,4000
8656483,2016-01-05T05:00:00,3.179,3.396,2016-01-04 08:36:00.0,0.217,2016-01-05 02:18:00.0,2100,2100
8656483,2016-02-08T05:00:00,4.271,4.478,2016-02-07 12:06:00.0,0.207,2016-02-07 05:06:00.0,4300,4300
8656483,2016-03-07T05:00:00,3.675,4.042,2016-03-06 09:42:00.0,0.367,2016-03-06 17:00:00.0,2000,2000
8656483,2016-04-04T04:00:00,3.297,3.123,2016-04-03 21:18:00.0,-0.174,2016-04-03 15:24:00.0,2000,2000
8656483,2016-04-11T04:00:00,4.1209999999999996,3.425,2016-04-10 14:48:00.0,-0.696,2016-04-10 09:00:00.0,4000,4000
8656483,2016-04-18T04:00:00,3.083,3.802,2016-04-17 22:00:00.0,0.719,2016-04-17 15:42:00.0,2000,2000
8656483,2016-04-25T04:00:00,3.5440000000000005,4.541,2016-04-25 02:48:00.0,0.997,2016-04-24 19:54:00.0,4000,4100
8656483,2016-05-02T04:00:00,3.209,3.97,2016-05-01 06:54:00.0,0.761,2016-05-02 01:48:00.0,2100,2100
8656483,2016-05-09T04:00:00,4.715,4.859,2016-05-09 02:18:00.0,0.144,2016-05-08 19:36:00.0,4100,4100
8656483,2016-05-16T04:00:00,3.077,3.763,2016-05-15 20:12:00.0,0.686,2016-05-15 14:18:00.0,2000,2000
8656483,2016-05-23T04:00:00,3.6910000000000003,4.144,2016-05-23 01:00:00.0,0.453,2016-05-22 18:36:00.0,4100,4100
8656483,2016-05-31T04:00:00,3.288,3.885,2016-05-30 19:36:00.0,0.597,2016-05-30 13:12:00.0,2100,2100
8656483,2016-06-06T04:00:00,4.816,5.046,2016-06-06 01:24:00.0,0.23,2016-06-05 18:30:00.0,4100,4100
8656483,2016-06-13T04:00:00,3.018,3.848,2016-06-12 19:00:00.0,0.83,2016-06-12 12:30:00.0,2200,2200
8656483,2016-06-20T04:00:00,3.668,4.295,2016-06-20 00:12:00.0,0.627,2016-06-19 17:48:00.0,4200,4200
8656483,2016-06-27T04:00:00,3.3529999999999998,4.154,2016-06-26 05:12:00.0,0.801,2016-06-26 11:30:00.0,2300,2300
8656483,2016-07-05T04:00:00,4.502000000000001,4.554,2016-07-05 00:42:00.0,0.052,2016-07-04 18:18:00.0,4100,4100
8656483,2016-07-11T04:00:00,2.992,3.848,2016-07-10 04:54:00.0,0.856,2016-07-10 11:12:00.0,2200,2300
8656483,2016-07-18T04:00:00,3.75,3.553,2016-07-17 23:00:00.0,-0.197,2016-07-17 16:12:00.0,4300,4300
8656483,2016-07-25T04:00:00,3.901,3.901,2016-07-24 04:00:00.0,0.0,2016-07-24 09:54:00.0,2300,2300
8656483,2016-08-02T04:00:00,4.282,4.334,2016-08-01 23:36:00.0,0.052,2016-08-01 17:24:00.0,4200,4200
8656483,2016-08-08T04:00:00,3.215,3.412,2016-08-07 04:00:00.0,0.197,2016-08-07 09:48:00.0,2300,4000
8656483,2016-08-15T04:00:00,3.344,3.396,2016-08-14 22:00:00.0,0.052,2016-08-14 14:54:00.0,4300,2000
8656483,2016-08-22T04:00:00,3.8320000000000003,4.344,2016-08-21 14:36:00.0,0.512,2016-08-21 08:54:00.0,4000,4000
8656483,2016-08-29T04:00:00,3.8739999999999997,4.199,2016-08-28 21:42:00.0,0.325,2016-08-28 15:24:00.0,4300,4300
8656483,2016-09-06T04:00:00,3.0189999999999997,4.39,2016-09-05 15:24:00.0,1.371,2016-09-05 09:30:00.0,4000,4000
8656483,2016-09-12T04:00:00,2.8080000000000003,3.261,2016-09-11 20:36:00.0,0.453,2016-09-12 02:42:00.0,2000,2000
8656483,2016-09-14T04:00:00,3.609,4.236,2016-09-13 21:54:00.0,0.627,2016-09-13 15:30:00.0,4300,4300
8656483,2016-09-19T04:00:00,4.288,4.662,2016-09-18 13:30:00.0,0.374,2016-09-18 20:12:00.0,4100,4100
8656483,2016-09-26T04:00:00,3.632,4.442,2016-09-25 20:24:00.0,0.81,2016-09-25 14:00:00.0,2000,2000
8656483,2016-10-03T04:00:00,3.333,4.626,2016-10-02 13:42:00.0,1.293,2016-10-02 19:18:00.0,4100,4100
8656483,2016-10-10T04:00:00,3.8910000000000005,4.206,2016-10-09 17:48:00.0,0.315,2016-10-09 11:00:00.0,2100,2100
8656483,2016-11-15T05:00:00,4.974,5.102,2016-11-14 12:42:00.0,0.128,2016-11-14 05:36:00.0,4200,4300
8656483,2016-12-05T05:00:00,3.281,3.822,2016-12-04 15:30:00.0,0.541,2016-12-04 09:00:00.0,4000,4000
8656483,2017-01-23T05:00:00,3.134,3.885,2017-01-22 07:42:00.0,0.751,2017-01-23 02:18:00.0,2100,2100
8656483,2017-02-20T05:00:00,2.67,3.054,2017-02-19 06:18:00.0,0.384,2017-02-20 00:48:00.0,2200,2200
8656483,2017-03-06T05:00:00,3.6580000000000004,2.861,2017-03-05 05:36:00.0,-0.797,2017-03-05 11:54:00.0,2200,2200
8656483,2017-04-03T04:00:00,3.783,4.127,2017-04-02 04:36:00.0,0.344,2017-04-02 11:18:00.0,2300,2300
8656483,2017-04-10T04:00:00,3.648,3.95,2017-04-10 00:18:00.0,0.302,2017-04-09 17:54:00.0,4200,4200
8656483,2017-04-17T04:00:00,3.032,3.606,2017-04-16 04:12:00.0,0.574,2017-04-16 09:54:00.0,2300,2300
8656483,2017-04-24T04:00:00,3.897,4.606,2017-04-23 22:36:00.0,0.709,2017-04-23 04:00:00.0,4300,4300
8656483,2017-05-01T04:00:00,4.268,3.983,2017-04-30 04:00:00.0,-0.285,2017-04-30 22:00:00.0,2300,2300
8656483,2017-05-08T04:00:00,3.6449999999999996,3.776,2017-05-07 23:06:00.0,0.131,2017-05-07 16:12:00.0,4300,4300
8656483,2017-05-15T04:00:00,2.658,3.655,2017-05-14 04:00:00.0,0.997,2017-05-14 08:36:00.0,4000,4000
8656483,2017-05-22T04:00:00,3.5669999999999997,3.747,2017-05-21 20:54:00.0,0.18,2017-05-21 14:18:00.0,2000,2000
8656483,2017-05-30T04:00:00,4.409,4.544,2017-05-29 04:00:00.0,0.135,2017-05-29 10:00:00.0,2300,4000
8656483,2017-06-05T04:00:00,3.327,4.354,2017-06-04 21:18:00.0,1.027,2017-06-04 14:48:00.0,4300,2000
8656483,2017-06-12T04:00:00,3.52,3.55,2017-06-12 02:00:00.0,0.03,2017-06-11 19:24:00.0,4100,4100
8656483,2017-06-19T04:00:00,3.2249999999999996,3.497,2017-06-18 19:18:00.0,0.272,2017-06-18 13:30:00.0,2100,2100
8656483,2017-06-26T04:00:00,4.981,4.446,2017-06-26 01:48:00.0,-0.535,2017-06-25 19:30:00.0,4100,4100
8656483,2017-07-05T04:00:00,3.471,3.809,2017-07-04 22:00:00.0,0.338,2017-07-04 15:18:00.0,2000,2000
8656483,2017-07-10T04:00:00,3.5759999999999996,3.852,2017-07-10 01:18:00.0,0.276,2017-07-09 18:36:00.0,4100,4100
8656483,2017-07-17T04:00:00,3.428,3.763,2017-07-16 18:18:00.0,0.335,2017-07-16 11:18:00.0,2100,2200
8656483,2017-07-24T04:00:00,5.0360000000000005,4.849,2017-07-24 01:06:00.0,-0.187,2017-07-23 18:24:00.0,4100,4200
8656483,2017-07-31T04:00:00,3.268,4.154,2017-07-30 18:24:00.0,0.886,2017-07-30 12:00:00.0,2200,2200
8656483,2017-08-07T04:00:00,3.5860000000000003,4.072,2017-08-06 23:48:00.0,0.486,2017-08-06 17:36:00.0,4200,4200
8656483,2017-08-14T04:00:00,3.534,3.629,2017-08-13 16:54:00.0,0.095,2017-08-13 10:24:00.0,2300,2300
8656483,2017-08-21T04:00:00,4.708,4.511,2017-08-20 23:36:00.0,-0.197,2017-08-20 17:06:00.0,4200,4200
8656483,2017-08-28T04:00:00,3.192,4.17,2017-08-27 17:24:00.0,0.978,2017-08-27 10:30:00.0,2300,2300
8656483,2017-09-05T04:00:00,3.5569999999999995,4.403,2017-09-04 23:48:00.0,0.846,2017-09-04 17:18:00.0,4200,4200
8656483,2017-09-11T04:00:00,3.7339999999999995,4.265,2017-09-10 15:48:00.0,0.531,2017-09-10 09:30:00.0,2300,2300
8656483,2017-09-18T04:00:00,4.13,4.77,2017-09-17 22:48:00.0,0.64,2017-09-17 16:30:00.0,4300,4300
8656483,2017-09-25T04:00:00,3.097,4.705,2017-09-24 15:36:00.0,1.608,2017-09-24 09:18:00.0,4000,4000
8656483,2017-10-02T04:00:00,3.0540000000000003,4.37,2017-10-01 21:42:00.0,1.316,2017-10-01 15:00:00.0,2000,2000
8656483,2017-10-25T04:00:00,3.173,4.075,2017-10-24 16:18:00.0,0.902,2017-10-24 21:36:00.0,4000,4000
8656483,2017-11-07T05:00:00,4.685,4.826,2017-11-06 14:18:00.0,0.141,2017-11-06 07:42:00.0,4100,4100
8656483,2017-12-04T05:00:00,4.915,4.941,2017-12-03 12:12:00.0,0.026,2017-12-03 05:30:00.0,4300,4300
8656483,2018-01-08T05:00:00,3.649,2.94,2018-01-07 17:00:00.0,-0.709,2018-01-07 10:42:00.0,2300,2300
8656483,2018-02-05T05:00:00,4.013,3.711,2018-02-04 15:54:00.0,-0.302,2018-02-04 09:18:00.0,4000,4000
8656483,2018-03-05T05:00:00,4.282,5.01,2018-03-05 03:00:00.0,0.728,2018-03-04 08:18:00.0,4100,4100
8656483,2018-04-02T04:00:00,4.166,3.976,2018-04-02 01:48:00.0,-0.19,2018-04-01 19:18:00.0,4100,4100
8656483,2018-04-09T04:00:00,2.506,3.074,2018-04-08 06:06:00.0,0.568,2018-04-08 12:36:00.0,2200,2200
8656483,2018-04-10T04:00:00,2.588,3.556,2018-04-09 06:42:00.0,0.968,2018-04-09 14:00:00.0,2100,2100
8656483,2018-04-12T04:00:00,2.904,3.76,2018-04-11 08:54:00.0,0.856,2018-04-11 15:30:00.0,2000,2000
8656483,2018-04-16T04:00:00,4.38,3.737,2018-04-16 00:48:00.0,-0.643,2018-04-15 18:36:00.0,4200,4200
8656483,2018-04-23T04:00:00,3.665,3.524,2018-04-22 05:00:00.0,-0.141,2018-04-22 12:18:00.0,2200,2200
8656483,2018-04-30T04:00:00,4.0920000000000005,3.99,2018-04-30 00:30:00.0,-0.102,2018-04-29 18:18:00.0,4200,4200
8656483,2018-05-07T04:00:00,2.864,3.251,2018-05-06 05:00:00.0,0.387,2018-05-06 11:06:00.0,2200,2300
8656483,2018-05-14T04:00:00,4.016,4.003,2018-05-13 23:00:00.0,-0.013,2018-05-13 16:30:00.0,4300,4300
8656483,2018-05-21T04:00:00,4.2749999999999995,4.255,2018-05-20 04:18:00.0,-0.02,2018-05-20 22:54:00.0,2300,2300
8656483,2018-05-29T04:00:00,3.924,4.104,2018-05-29 00:00:00.0,0.18,2018-05-28 05:48:00.0,4200,4200
8656483,2018-06-04T04:00:00,3.3270000000000004,4.147,2018-06-03 04:00:00.0,0.82,2018-06-03 10:24:00.0,2300,2300
8656483,2018-06-11T04:00:00,3.8980000000000006,4.121,2018-06-10 22:24:00.0,0.223,2018-06-10 15:42:00.0,4300,4300
8656483,2018-06-18T04:00:00,4.41,4.308,2018-06-17 04:00:00.0,-0.102,2018-06-17 21:18:00.0,4000,4000
8656483,2018-06-25T04:00:00,3.8289999999999997,3.76,2018-06-24 22:48:00.0,-0.069,2018-06-24 15:42:00.0,4300,4300
8656483,2018-07-02T04:00:00,2.6639999999999997,3.13,2018-07-01 04:00:00.0,0.466,2018-07-01 08:54:00.0,4000,4000
8656483,2018-07-09T04:00:00,3.5500000000000003,3.999,2018-07-08 20:36:00.0,0.449,2018-07-08 14:00:00.0,2000,2000
8656483,2018-07-16T04:00:00,4.655,4.583,2018-07-16 02:42:00.0,-0.072,2018-07-15 20:30:00.0,4000,4000
8656483,2018-07-23T04:00:00,3.484,4.157,2018-07-22 21:36:00.0,0.673,2018-07-22 14:12:00.0,2000,2000
8656483,2018-07-30T04:00:00,3.382,3.927,2018-07-30 01:48:00.0,0.545,2018-07-29 19:36:00.0,4100,4100
8656483,2018-08-06T04:00:00,3.293,3.533,2018-08-05 18:42:00.0,0.24,2018-08-05 12:06:00.0,2100,2100
8656483,2018-08-13T04:00:00,4.856,4.459,2018-08-13 01:36:00.0,-0.397,2018-08-12 19:12:00.0,4100,4100
8656483,2018-08-20T04:00:00,3.271,3.858,2018-08-19 19:24:00.0,0.587,2018-08-19 12:18:00.0,2100,2100
8656483,2018-08-27T04:00:00,3.448,3.94,2018-08-27 01:12:00.0,0.492,2018-08-26 18:54:00.0,4100,4200
8656483,2018-09-04T04:00:00,3.33,3.986,2018-09-03 18:18:00.0,0.656,2018-09-03 12:18:00.0,2200,2200
8656483,2018-09-10T04:00:00,4.685,5.026,2018-09-10 00:24:00.0,0.341,2018-09-09 17:54:00.0,4200,4200
8656483,2018-10-01T04:00:00,3.439,4.554,2018-09-30 16:18:00.0,1.115,2018-09-30 09:48:00.0,2300,2300
8656483,2018-10-08T04:00:00,4.1080000000000005,4.623,2018-10-07 23:18:00.0,0.515,2018-10-07 17:18:00.0,4200,4300
8656483,2018-10-15T04:00:00,3.0679999999999996,4.531,2018-10-14 16:36:00.0,1.463,2018-10-14 10:06:00.0,2300,2300
8656483,2018-10-16T04:00:00,2.7489999999999997,3.924,2018-10-15 17:00:00.0,1.175,2018-10-16 00:48:00.0,2200,2200
8656483,2018-11-13T05:00:00,3.126,3.802,2018-11-12 15:48:00.0,0.676,2018-11-12 08:54:00.0,4000,4000
8656483,2018-12-03T05:00:00,3.678,4.567,2018-12-02 09:00:00.0,0.889,2018-12-03 03:24:00.0,2000,2100
8656483,2019-01-07T05:00:00,3.861,3.907,2019-01-06 13:18:00.0,0.046,2019-01-06 06:12:00.0,4200,4200
8656483,2019-02-11T05:00:00,2.973,3.501,2019-02-10 16:24:00.0,0.528,2019-02-10 22:06:00.0,4000,4000
8656483,2019-03-11T04:00:00,3.088,3.711,2019-03-10 14:30:00.0,0.623,2019-03-10 20:36:00.0,4000,4000
8656483,2019-04-01T04:00:00,2.6710000000000003,3.458,2019-03-31 09:30:00.0,0.787,2019-03-31 15:30:00.0,2000,2000
8656483,2019-04-08T04:00:00,3.6980000000000004,3.99,2019-04-08 02:36:00.0,0.292,2019-04-07 07:36:00.0,4100,4100
8656483,2019-04-09T04:00:00,3.146,3.415,2019-04-08 14:12:00.0,0.269,2019-04-08 20:24:00.0,4000,4000
8656483,2019-04-15T04:00:00,3.3329999999999997,3.671,2019-04-14 07:36:00.0,0.338,2019-04-14 14:12:00.0,2100,2100
8656483,2019-04-16T04:00:00,4.662,4.37,2019-04-15 09:00:00.0,-0.292,2019-04-15 15:42:00.0,2000,2000
8656483,2019-04-22T04:00:00,4.334,3.911,2019-04-22 02:30:00.0,-0.423,2019-04-21 20:18:00.0,4000,4000
8656483,2019-04-29T04:00:00,2.707,3.445,2019-04-28 08:06:00.0,0.738,2019-04-29 02:36:00.0,2000,2100
8656483,2019-05-06T04:00:00,3.9370000000000003,4.357,2019-05-06 01:12:00.0,0.42,2019-05-05 18:48:00.0,4100,4100
8656483,2019-05-13T04:00:00,3.392,4.042,2019-05-12 06:06:00.0,0.65,2019-05-12 13:24:00.0,2200,2100
8656483,2019-05-20T04:00:00,4.459,4.403,2019-05-20 01:36:00.0,-0.056,2019-05-19 19:00:00.0,4100,4100
8656483,2019-05-28T04:00:00,2.756,3.671,2019-05-27 06:36:00.0,0.915,2019-05-27 13:24:00.0,2100,2100
8656483,2019-06-03T04:00:00,4.059,4.856,2019-06-03 00:18:00.0,0.797,2019-06-02 17:36:00.0,4200,4200
8656483,2019-06-10T04:00:00,3.586,4.058,2019-06-09 04:48:00.0,0.472,2019-06-09 11:30:00.0,2200,2200
8656483,2019-06-17T04:00:00,4.255,4.449,2019-06-17 00:30:00.0,0.194,2019-06-16 17:30:00.0,4200,4200
8656483,2019-06-24T04:00:00,3.481,4.101,2019-06-23 04:18:00.0,0.62,2019-06-23 10:54:00.0,2300,2300
8656483,2019-07-01T04:00:00,4.1240000000000006,4.793,2019-06-30 22:48:00.0,0.669,2019-06-30 16:00:00.0,4200,4300
8656483,2019-07-08T04:00:00,4.151,4.833,2019-07-07 04:00:00.0,0.682,2019-07-07 10:30:00.0,2300,2300
8656483,2019-07-15T04:00:00,3.9539999999999997,4.226,2019-07-14 23:12:00.0,0.272,2019-07-14 16:06:00.0,4200,4200
8656483,2019-07-22T04:00:00,3.133,3.75,2019-07-21 04:00:00.0,0.617,2019-07-21 09:30:00.0,4000,4000
8656483,2019-07-29T04:00:00,3.6740000000000004,4.081,2019-07-28 21:12:00.0,0.407,2019-07-28 14:48:00.0,4300,2000
8656483,2019-08-05T04:00:00,4.049,4.495,2019-08-04 04:00:00.0,0.446,2019-08-04 09:18:00.0,4000,4000
8656483,2019-08-12T04:00:00,3.5540000000000003,4.19,2019-08-11 22:12:00.0,0.636,2019-08-11 15:30:00.0,4300,4300
8656483,2019-08-19T04:00:00,2.6639999999999997,3.888,2019-08-18 04:00:00.0,1.224,2019-08-18 20:36:00.0,4000,4000
8656483,2019-08-26T04:00:00,3.301,4.308,2019-08-25 19:54:00.0,1.007,2019-08-25 13:12:00.0,2100,2100
8656483,2019-09-09T04:00:00,2.949,4.547,2019-09-08 20:48:00.0,1.598,2019-09-08 14:42:00.0,2000,2000
8656483,2019-09-16T04:00:00,3.179,4.058,2019-09-16 01:36:00.0,0.879,2019-09-15 19:36:00.0,4100,4100
8656483,2019-09-23T04:00:00,3.0020000000000002,3.684,2019-09-22 18:06:00.0,0.682,2019-09-22 11:48:00.0,2100,2200
8656483,2019-10-01T04:00:00,4.695,4.862,2019-09-30 13:54:00.0,0.167,2019-09-30 07:18:00.0,4100,4100
8656483,2019-10-07T04:00:00,2.815,4.465,2019-10-06 18:48:00.0,1.65,2019-10-07 01:30:00.0,2100,2100
8656483,2019-12-09T05:00:00,2.73,3.658,2019-12-08 09:24:00.0,0.928,2019-12-08 16:18:00.0,2000,2000
8656483,2020-01-13T05:00:00,4.862,3.865,2020-01-12 13:24:00.0,-0.997,2020-01-12 20:24:00.0,4100,4200
8656483,2020-02-03T05:00:00,2.713,3.648,2020-02-02 06:24:00.0,0.935,2020-02-03 01:54:00.0,2200,2200
8656483,2020-05-04T04:00:00,3.569,3.881,2020-05-03 08:18:00.0,0.312,2020-05-03 15:12:00.0,2000,2000
8656483,2020-05-11T04:00:00,3.881,3.868,2020-05-10 04:00:00.0,-0.013,2020-05-10 21:06:00.0,4000,4000
8656483,2020-05-19T04:00:00,3.1820000000000004,3.809,2020-05-18 09:36:00.0,0.627,2020-05-18 15:54:00.0,4300,4300
8656483,2020-05-26T04:00:00,2.772,3.445,2020-05-25 14:18:00.0,0.673,2020-05-25 20:06:00.0,4000,4000
8656483,2020-06-01T04:00:00,3.782,3.999,2020-05-31 20:06:00.0,0.217,2020-05-31 13:42:00.0,2100,2100
8656483,2020-06-08T04:00:00,4.632,4.803,2020-06-08 02:00:00.0,0.171,2020-06-07 08:00:00.0,4100,4100
8656483,2020-06-15T04:00:00,2.864,3.484,2020-06-14 06:48:00.0,0.62,2020-06-14 13:30:00.0,2100,2100
8656483,2020-06-22T04:00:00,3.901,4.278,2020-06-22 00:48:00.0,0.377,2020-06-21 18:30:00.0,4100,4100
8656483,2020-06-29T04:00:00,3.6310000000000002,4.117,2020-06-28 05:54:00.0,0.486,2020-06-28 12:42:00.0,2200,2200
8656483,2020-07-06T04:00:00,4.183,4.859,2020-07-06 01:12:00.0,0.676,2020-07-05 18:36:00.0,4100,4100
8656483,2020-07-13T04:00:00,2.6770000000000005,3.72,2020-07-12 18:36:00.0,1.043,2020-07-12 12:00:00.0,2200,2200
8656483,2020-07-20T04:00:00,3.9819999999999998,4.491,2020-07-19 23:54:00.0,0.509,2020-07-19 17:00:00.0,4200,4200
8656483,2020-07-27T04:00:00,3.7569999999999997,3.796,2020-07-26 17:24:00.0,0.039,2020-07-26 11:06:00.0,2200,2300
8656483,2020-08-05T04:00:00,4.374,4.239,2020-08-04 04:30:00.0,-0.135,2020-08-04 19:12:00.0,4100,4100
8656483,2020-08-10T04:00:00,2.864,3.937,2020-08-09 04:18:00.0,1.073,2020-08-09 10:30:00.0,2300,2300
8656483,2020-08-17T04:00:00,3.6579999999999995,4.39,2020-08-16 22:42:00.0,0.732,2020-08-16 16:12:00.0,4300,4300
8656483,2020-08-24T04:00:00,4.0680000000000005,4.019,2020-08-23 15:42:00.0,-0.049,2020-08-23 09:48:00.0,4000,2300
8656483,2020-08-31T04:00:00,4.026,4.226,2020-08-30 23:18:00.0,0.2,2020-08-30 16:36:00.0,4300,4300
8656483,2020-09-08T04:00:00,2.8870000000000005,3.845,2020-09-07 15:54:00.0,0.958,2020-09-07 09:54:00.0,4000,4000
8656483,2020-09-14T04:00:00,3.32,4.816,2020-09-13 21:12:00.0,1.496,2020-09-13 14:24:00.0,2000,2000
8656483,2020-09-21T04:00:00,4.347,5.453,2020-09-20 15:06:00.0,1.106,2020-09-20 08:36:00.0,4000,4000
8656483,2020-09-28T04:00:00,3.4090000000000003,4.357,2020-09-27 22:06:00.0,0.948,2020-09-27 15:30:00.0,4300,4300
8656483,2020-10-05T04:00:00,3.346,4.603,2020-10-04 14:06:00.0,1.257,2020-10-04 07:24:00.0,4100,4100
8656483,2020-10-12T04:00:00,3.015,3.95,2020-10-11 19:54:00.0,0.935,2020-10-11 13:36:00.0,2100,2100
8656483,2020-10-19T04:00:00,4.707999999999999,5.164,2020-10-18 13:36:00.0,0.456,2020-10-18 07:36:00.0,4100,4100
8656483,2020-11-09T05:00:00,2.957,3.885,2020-11-08 18:00:00.0,0.928,2020-11-08 11:48:00.0,2200,2200
8656483,2020-12-07T05:00:00,3.527,3.963,2020-12-06 16:36:00.0,0.436,2020-12-06 09:42:00.0,4000,2300
8656483,2021-01-11T05:00:00,4.071,4.747,2021-01-10 10:18:00.0,0.676,2021-01-10 17:00:00.0,2000,2000
8656483,2021-02-08T05:00:00,4.344,4.078,2021-02-07 08:00:00.0,-0.266,2021-02-08 02:36:00.0,2100,2100
8656483,2021-03-09T05:00:00,4.0089999999999995,3.937,2021-03-08 08:30:00.0,-0.072,2021-03-09 03:00:00.0,2100,2100
8656483,2021-04-05T04:00:00,3.586,3.727,2021-04-04 05:48:00.0,0.141,2021-04-05 00:24:00.0,2200,2200
8656483,2021-04-12T04:00:00,3.664,4.104,2021-04-12 00:48:00.0,0.44,2021-04-11 18:36:00.0,4200,4200
8656483,2021-04-20T04:00:00,3.117,4.016,2021-04-19 05:12:00.0,0.899,2021-04-20 00:06:00.0,2200,2200
8656483,2021-04-26T04:00:00,4.554,4.551,2021-04-25 23:30:00.0,-0.003,2021-04-25 17:18:00.0,4200,4200
8656483,2021-05-03T04:00:00,4.2219999999999995,4.537,2021-05-02 04:42:00.0,0.315,2021-05-02 23:06:00.0,2200,2200
8656483,2021-05-10T04:00:00,3.812,3.904,2021-05-09 23:30:00.0,0.092,2021-05-09 05:18:00.0,4200,4200
8656483,2021-05-17T04:00:00,3.225,3.773,2021-05-16 04:00:00.0,0.548,2021-05-16 21:24:00.0,4000,4000
8656483,2021-05-24T04:00:00,4.4030000000000005,3.793,2021-05-23 22:18:00.0,-0.61,2021-05-23 15:36:00.0,4300,4300
8656483,2021-06-01T04:00:00,3.908,4.715,2021-05-31 04:18:00.0,0.807,2021-05-31 11:12:00.0,2300,2300
8656483,2021-06-07T04:00:00,3.267,3.461,2021-06-06 22:12:00.0,0.194,2021-06-06 15:42:00.0,4300,4300
8656483,2021-06-14T04:00:00,3.429,4.728,2021-06-14 02:42:00.0,1.299,2021-06-13 19:54:00.0,4000,4000
8656483,2021-06-21T04:00:00,4.285,3.986,2021-06-20 20:00:00.0,-0.299,2021-06-20 15:00:00.0,2000,2000
8656483,2021-06-28T04:00:00,3.8920000000000003,3.757,2021-06-27 04:00:00.0,-0.135,2021-06-27 20:54:00.0,4000,4000
8656483,2021-07-06T04:00:00,3.081,3.78,2021-07-05 21:30:00.0,0.699,2021-07-05 15:24:00.0,2000,4300
8656483,2021-07-12T04:00:00,3.8950000000000005,4.469,2021-07-12 01:18:00.0,0.574,2021-07-11 19:18:00.0,4100,4100
8656483,2021-07-19T04:00:00,3.956,3.707,2021-07-18 19:42:00.0,-0.249,2021-07-18 12:42:00.0,2100,2100
8656483,2021-07-26T04:00:00,4.471,4.665,2021-07-26 02:12:00.0,0.194,2021-07-25 19:42:00.0,4100,4100
8656483,2021-08-02T04:00:00,3.1109999999999998,4.167,2021-08-01 19:12:00.0,1.056,2021-08-01 13:06:00.0,2200,2100
8656483,2021-08-09T04:00:00,3.9699999999999998,4.436,2021-08-09 01:00:00.0,0.466,2021-08-08 18:06:00.0,4100,4200
8656483,2021-08-16T04:00:00,3.786,3.694,2021-08-15 18:30:00.0,-0.092,2021-08-15 11:30:00.0,2200,2200
8656483,2021-08-23T04:00:00,4.0649999999999995,4.465,2021-08-23 00:36:00.0,0.4,2021-08-22 18:54:00.0,4200,4200
8656483,2021-08-30T04:00:00,2.956,3.658,2021-08-29 17:24:00.0,0.702,2021-08-29 11:00:00.0,2200,2200
8656483,2021-09-07T04:00:00,4.081,4.298,2021-09-07 00:00:00.0,0.217,2021-09-06 17:48:00.0,4200,4200
8656483,2021-09-13T04:00:00,3.848,4.281,2021-09-12 16:48:00.0,0.433,2021-09-12 10:30:00.0,2300,2300
8656483,2021-09-20T04:00:00,3.887,4.665,2021-09-19 23:30:00.0,0.778,2021-09-19 17:30:00.0,4200,4200
8656483,2021-09-27T04:00:00,2.9430000000000005,4.022,2021-09-26 16:12:00.0,1.079,2021-09-26 09:18:00.0,2300,2300
