WKT,NAME
"POLYGON((-76.68938337628373 34.72436391659958,-76.69145849478078 34.70665040710396,-76.66868681113482 34.70409924723501,-76.66900630582005 34.72408677122873,-76.68938337628373 34.72436391659958))","RadioIsland"
"POLYGON((-76.6461493580202 34.7142722984707,-76.6454106697688 34.7143106149277,-76.6449594828325 34.7143833615041,-76.6440214170971 34.7149614315252,-76.6410876738894 34.7159607990494,-76.640461732291 34.7159278618801,-76.6389864874903 34.7156093639592,-76.6384131718962 34.7155038605557,-76.6376400458301 34.7155293001205,-76.6355247334233 34.7156445482216,-76.6323274838 34.715296049913,-76.6290210466489 34.7148268021079,-76.6279559860817 34.714533610595,-76.6264814231024 34.7144486751257,-76.625442110048 34.714156364682,-76.6231097943129 34.7125324910986,-76.6224875447903 34.7121384218672,-76.6217196109865 34.7118239907049,-76.6194199202659 34.7091061139007,-76.6187860474418 34.7089276766125,-76.6179521063293 34.7084314880275,-76.61708598397 34.7079490534921,-76.6163534231272 34.7075233666739,-76.6156717302856 34.7067929243738,-76.6148926744403 34.7039688006623,-76.6145031065426 34.7030436156189,-76.6141622956053 34.7021671739859,-76.6138214226842 34.7011446115638,-76.6133344819013 34.7000246742614,-76.6127014867313 34.6986126732683,-76.6119711078963 34.6970057379721,-76.6117053547942 34.6964076127207,-76.6111428567127 34.6955873004077,-76.6108381077442 34.6954232349013,-76.6105569224838 34.6953294876799,-76.610416296616 34.6952591786713,-76.6100412957989 34.6954935489406,-76.6097834856006 34.6957279274092,-76.6093850486361 34.6958919908344,-76.6090569237073 34.6959623022597,-76.6088226062502 34.6959623000439,-76.60835386264 34.6956576180005,-76.6081663590874 34.6959154230589,-76.6078616738992 34.6960326734502,-76.6077444814839 34.6961029241924,-76.6076507359958 34.6965013646295,-76.6073226074736 34.6965951097849,-76.6067835401497 34.6966185469803,-76.6066194844227 34.6965482390669,-76.6064788621481 34.6964310521851,-76.6064554206107 34.6962904219469,-76.6062210456615 34.6962904241626,-76.6060804835741 34.6962435473635,-76.6059632345649 34.6961029234539,-76.6056585448851 34.6959623000439,-76.6051897949867 34.6960560495028,-76.6046272951086 34.6962435503178,-76.6042288590425 34.6963607389422,-76.6037601100424 34.69617323987,-76.60301010751 34.6961732376542,-76.6026351093879 34.6961498025484,-76.6023069862556 34.6960326734502,-76.6020960465556 34.696337303151,-76.6017679234233 34.6965013646295,-76.6012757292926 34.6966185536275,-76.6008069793942 34.6966419856463,-76.6002444840077 34.6970873020515,-76.5999632313737 34.6975561098599,-76.5996351711235 34.6985403618652,-76.5993773600269 34.6990794281212,-76.5988617369353 34.6996418607353,-76.598580483403 34.6998528650367,-76.5982992334639 34.7002044239413,-76.5979711094333 34.7001575515749,-76.5971508011536 34.7003919220038,-76.5957445469667 34.7007904245063,-76.5935882956374 34.7014700468199,-76.5916429831099 34.7013997400743,-76.590213356556 34.7009544225045,-76.5866508591248 34.6997591124936,-76.5855988582652 34.6996399855625,-76.5851770471371 34.6995922347426,-76.5868533007623 34.6966781765289,-76.5888599224096 34.6930313631462,-76.5890351082631 34.6908073610121,-76.5892031767645 34.6886291742229,-76.5894925474738 34.6871604898657,-76.5889202335012 34.6851233618237,-76.5872381713693 34.6831968630657,-76.5863007344546 34.6812708639123,-76.5862396130827 34.6807818641427,-76.5861988601115 34.6800891753337,-76.5863452953843 34.6791189244895,-76.5863618549282 34.6790093625011,-76.5866062981951 34.67807217315,-76.5868100423898 34.6776443010966,-76.587013805449 34.6774812992806,-76.5871360445996 34.6772163640389,-76.5874212974316 34.6770941713599,-76.5879102333727 34.6771349222192,-76.5879686121881 34.6771301159208,-76.5883992330943 34.6770941720987,-76.5887048597169 34.6770126740138,-76.5887862973873 34.6766459888926,-76.5890716050165 34.6761366127399,-76.5892947330583 34.675123863118,-76.5893364175824 34.6749345510259,-76.589519792478 34.6740381137491,-76.5896827890914 34.6735084294639,-76.5901921113996 34.67328429928,-76.5902982356723 34.673264926173,-76.5904162356731 34.6732435524363,-76.5906811138161 34.6730805486081,-76.5908848607057 34.6727137973177,-76.5909256091852 34.6722859869749,-76.5909474175854 34.6720563620284,-76.5910071061445 34.6714302355423,-76.5912719187104 34.6705134231831,-76.5916997359746 34.669515112946,-76.5925758547864 34.6683334243421,-76.5933167960125 34.6676407983917,-76.5940516080334 34.6662713640564,-76.5943364206909 34.6663844235914,-76.594760792916 34.6664565525121,-76.5952101688486 34.6666059887124,-76.5959194229014 34.6668296751908,-76.596373861739 34.6671597345312,-76.5965098567916 34.6672232339002,-76.5965779832261 34.6672550489536,-76.596782178375 34.6672414262813,-76.5969727353013 34.6673502982487,-76.5971632967192 34.6675953002881,-76.5973220496911 34.6677994220469,-76.5973538626286 34.6678403599705,-76.5975716708473 34.668044548359,-76.5976135538991 34.6680509857816,-76.5977486111105 34.6680717358084,-76.5980889198896 34.6681534244428,-76.5985924822002 34.6681534177933,-76.5988103577926 34.6682623609673,-76.5990145448566 34.6684801094639,-76.5992867981681 34.6687115522257,-76.5994092942369 34.6686843007085,-76.5995726079556 34.6686162387402,-76.5997904188692 34.6686706745772,-76.5998721125595 34.6688340513231,-76.599913046092 34.6692696156652,-76.6003349201023 34.6693649232272,-76.6004710481055 34.6694057377335,-76.6008658567746 34.6694193607887,-76.6011924833136 34.6694602343736,-76.601383049223 34.6697733015901,-76.6016825457421 34.6701407973228,-76.6018186081683 34.6704674250066,-76.6020228581144 34.6708078589306,-76.6020799217962 34.6709600504076,-76.6021861727314 34.6712434232378,-76.6022951078326 34.6713386731188,-76.602472108283 34.6714611764581,-76.6026898581112 34.6715292390443,-76.6027851720578 34.6714884233678,-76.6029348592319 34.6712706125925,-76.6030937990534 34.6711434848097,-76.6031390444993 34.671107301234,-76.6033296122054 34.6709983647565,-76.6035201772165 34.6709983610625,-76.6039285459548 34.6710936688519,-76.6042276112826 34.6711664911015,-76.6044457923021 34.6713250503793,-76.6046662334829 34.6714396818317,-76.6047861127593 34.6715020505132,-76.6049902980267 34.6716518012055,-76.6051672364933 34.6717198621574,-76.6054667321141 34.6716517975116,-76.6056028628123 34.6715020534684,-76.6056811671589 34.6713061740269,-76.6057117341331 34.6712297982662,-76.6056436777672 34.6709031107901,-76.6060112980258 34.6709439274938,-76.6065284814911 34.6710528640428,-76.6066502292633 34.6711464880399,-76.6067054199577 34.6711889876138,-76.6069163641493 34.6712680489534,-76.6069232335663 34.6712706111149,-76.6070866083704 34.6712842360798,-76.6073316112877 34.6714475515224,-76.6074569855587 34.6716148014802,-76.6074949205148 34.6716653610935,-76.6077399809243 34.6718559262674,-76.6078896707934 34.6719784901617,-76.6081891709057 34.6721146159054,-76.6084069791245 34.6721690523988,-76.6086656094846 34.6721146129502,-76.6089514228653 34.6721281742401,-76.609350547041 34.6723203614742,-76.6096864846179 34.6724821086389,-76.6105849220729 34.672931300657,-76.6108871063514 34.6731084864873,-76.6113744208334 34.6733941096853,-76.6116602979945 34.6736119244808,-76.6119325477127 34.673707299447,-76.6123408634504 34.673802485915,-76.6126539802258 34.6737888635808,-76.6128592910823 34.6737257371564,-76.6130078553623 34.6736799912099,-76.6134434825796 34.6736935500271,-76.6138109806673 34.6739249922595,-76.6139307377728 34.6739954272491,-76.6142737936 34.6741972400805,-76.6146277343135 34.6742652989408,-76.6150361138316 34.6742381120466,-76.6156351077681 34.6743332979046,-76.6161795497124 34.6744150505477,-76.617118735647 34.6745919805442,-76.6176755446977 34.6746616119229,-76.6177721746762 34.6746736760466,-76.6177791698573 34.6746797354423,-76.6180852330611 34.6749459243617,-76.6185616734367 34.6751501129659,-76.6192150432957 34.6752317990525,-76.6197015510906 34.675281856314,-76.6201406700594 34.6753270495186,-76.6208484895026 34.675449550653,-76.6213521712892 34.6756809909335,-76.6216212337848 34.6759768614508,-76.6216244246007 34.675980424485,-76.6217486705876 34.6760891120975,-76.6220191757775 34.6761301729907,-76.6224956053733 34.6761165503005,-76.6230265501304 34.6762799234419,-76.6230653600456 34.6762823650311,-76.6231712345867 34.6762889887189,-76.6232442334833 34.6762935505378,-76.6235845449574 34.6762118618046,-76.6239656103009 34.6764296721448,-76.6243196094049 34.6765658001769,-76.6246326713831 34.6765930520561,-76.6247687939964 34.6767291111157,-76.6249457351579 34.6770013630168,-76.6253161096513 34.6774355494985,-76.6253405456236 34.6774641722034,-76.6255991696956 34.6779950523289,-76.6259394829662 34.6782264877121,-76.6264431081589 34.6784851116513,-76.626905919295 34.6787301139999,-76.6271645523501 34.6789614860141,-76.6273823623655 34.6790704245766,-76.6276273580963 34.6791520432658,-76.6278587991478 34.6791520513918,-76.6281854822807 34.6790976172719,-76.6284712965596 34.6790840475197,-76.6287027331196 34.6790840460422,-76.628893296334 34.6791929260839,-76.6294922309817 34.6792337357474,-76.6300503587593 34.6791929305162,-76.6303906648435 34.6792201734049,-76.6306492925087 34.6793698621253,-76.6309079246655 34.6794379263383,-76.631207353811 34.679492486557,-76.6314932372603 34.6795196126281,-76.6318471743805 34.6794515514371,-76.6320222299782 34.6793297358531,-76.6321602327655 34.6792337357474,-76.632473295642 34.6791929253451,-76.6327047348968 34.6792609874874,-76.6328408620017 34.6786076125468,-76.6330041721271 34.6784442343937,-76.6333717348936 34.6783626098358,-76.6336711685306 34.678430674138,-76.63395704659 34.6786347965292,-76.6341884813533 34.6789614874916,-76.6345695475951 34.6795740553354,-76.634596797091 34.6798191157765,-76.6345690490301 34.6799789246615,-76.6345423609814 34.6801321763433,-76.6344879176853 34.680486110519,-76.634460672681 34.6810033597274,-76.6345015424332 34.6812075474321,-76.6346376704364 34.6813572443793,-76.6348009832567 34.6814117974237,-76.6350596100237 34.681466177574,-76.6353318615385 34.6815614230856,-76.6357266082238 34.681547861863,-76.6360261083361 34.6815206108756,-76.636311981904 34.6811394854123,-76.6366386704267 34.6809624844516,-76.6370061730061 34.6809353012333,-76.6373464844801 34.6810441744085,-76.6377412302671 34.6812756116121,-76.6382448581547 34.6814118025946,-76.6387076692908 34.6816431146678,-76.6390071622166 34.6819289898789,-76.6392385475726 34.6819561742483,-76.6394291727708 34.6817656108916,-76.639783047009 34.681602297327,-76.6400689214751 34.6816023010206,-76.6407222985206 34.6819153555846,-76.6412395466646 34.6821195521209,-76.6415662369839 34.6819970482949,-76.6417023578006 34.6819289847079,-76.641920167816 34.681928986924,-76.642110735522 34.6819834243537,-76.6426279881576 34.6819426138291,-76.6430091747737 34.6819426138291,-76.6433630454186 34.681942611613,-76.6439619845579 34.6819834243537,-76.6442069820853 34.682146800695,-76.6445473600347 34.6822284230003,-76.6448468619437 34.6823101094921,-76.6450373577845 34.6823508651717,-76.6453096101977 34.6822420469012,-76.6456091067167 34.682214864103,-76.6459085475403 34.6822556767095,-76.6464122365134 34.6821876148125,-76.646711671947 34.6822556744934,-76.6470519843194 34.6824054256871,-76.6473650445009 34.6825006752892,-76.6476509270519 34.6824871149592,-76.6480456737372 34.6823373639132,-76.6486446074866 34.682105925245,-76.649229919183 34.6819697989328,-76.6498969191798 34.6819426093968,-76.6509870481332 34.6819984858152,-76.6514895441436 34.6820242385517,-76.6529296109177 34.6822160482443,-76.656453302027 34.6843195506902,-76.6607738580821 34.6865616774193,-76.6634311654224 34.6884338006393,-76.6639764877156 34.6886109917102,-76.6639830463155 34.6886104864762,-76.664805109005 34.6885472391325,-76.665250986898 34.6882315002776,-76.6654170719193 34.6885473912938,-76.6655289705627 34.6890508033847,-76.6655281477059 34.68943854018,-76.6654144991443 34.6902670605406,-76.6763023696454 34.6932049193014,-76.676490653834 34.6930377875475,-76.6783402131388 34.692973034612,-76.6783196093794 34.6934558024273,-76.6784259222983 34.6942845514258,-76.678617423354 34.6945807380586,-76.6786379848925 34.6947036774981,-76.6787301098199 34.6949085500612,-76.6788940442744 34.6949495484433,-76.6792116113037 34.6948061097808,-76.6798570472421 34.6946012377027,-76.6803282962536 34.6946114878921,-76.6804812335324 34.6945063004145,-76.6804922316064 34.6944987992576,-76.6805114223159 34.6945046127281,-76.6807278561122 34.6945704878654,-76.6811479191188 34.6947139276748,-76.6813118005728 34.6946831734479,-76.6814962336837 34.6945909897277,-76.6817421672557 34.6945397387552,-76.6820596740979 34.6945499933838,-76.6822850443347 34.6945191755769,-76.6825848588574 34.6943803642031,-76.6827051118329 34.6943246106239,-76.6829612331986 34.6941504253165,-76.6831456645129 34.6942119245532,-76.6833017979975 34.6942871121366,-76.6834222360259 34.6943451125471,-76.6838012936348 34.6944270492845,-76.6843647978294 34.6944578036066,-76.6846311671758 34.6944680515981,-76.6848974844198 34.6946319897443,-76.6851024260687 34.6946934273201,-76.6853892338844 34.694662677517,-76.6859936787981 34.6944167968564,-76.6863522952427 34.6944065473815,-76.6864547364227 34.6943246106239,-76.6865192965456 34.6942492391642,-76.6866390464645 34.6941094878421,-76.6868849818331 34.6938841097913,-76.6870796683147 34.6940684860895,-76.6875099209117 34.6942733594864,-76.6877250449643 34.6943246106239,-76.6879094798719 34.6943143626147,-76.6881630994295 34.6943878011129,-76.688298798038 34.6944270500231,-76.6886778592401 34.6944782995882,-76.689087608689 34.6945602369322,-76.6892617974124 34.6947344221158,-76.6894359879326 34.6948471148609,-76.6895793581536 34.6948471089522,-76.6900096682427 34.6947959231343,-76.6903272334754 34.6946934243657,-76.6906755480403 34.6945191755769,-76.6908394905796 34.6946831734479,-76.6910136739132 34.6947548626345,-76.6912595463997 34.6947856138805,-76.6913927360136 34.6947139261977,-76.6914951709055 34.6945909860348,-76.6916739832577 34.6945178608805,-76.6917205474305 34.694498798519,-76.6919049832364 34.6944885512701,-76.6920382995128 34.6945551731378,-76.6920483633389 34.6945602391481,-76.6923352313418 34.6946114901079,-76.6925811110148 34.6946421771496,-76.6927347983869 34.6947036774981,-76.6930301716388 34.6946629264226,-76.6930319233536 34.6946626730855,-76.6932367967306 34.6946217380803,-76.6934109234703 34.6946934251043,-76.6934522316003 34.6947140547126,-76.6935543565734 34.6947651098505,-76.6938372962435 34.6946944222034,-76.6938412973398 34.6946934295359,-76.6938418605835 34.6946938638279,-76.6940154249778 34.6948163636378,-76.6941792965503 34.6950007991621,-76.6944149264459 34.6951749250699,-76.694671040625 34.695297861411,-76.694834984961 34.6953593627494,-76.6949579247975 34.6954719866938,-76.6951321099277 34.695769115201,-76.6956136114116 34.696250616294,-76.6958799214691 34.6964248016127,-76.6960951093022 34.6965169891987,-76.6964331740897 34.6965476740568,-76.6965253583058 34.6964453015385,-76.6966687366117 34.6962916125341,-76.6968634850771 34.6961686739763,-76.6970888598055 34.6961482389768,-76.6973040458419 34.6961891126636,-76.697365421437 34.6962608640634,-76.6975088581334 34.6962608640634,-76.6978469884979 34.696086737486,-76.6980518591799 34.695953553772,-76.6982977352597 34.6957487369737,-76.6986562942121 34.695420798308,-76.6988566661312 34.6951402409879,-76.6988611684874 34.6951339245837,-76.6990967319077 34.6951441739686,-76.6991605446322 34.6952012365111,-76.6992914830681 34.6953183638317,-76.6995066116123 34.695420798308,-76.699803736579 34.695420798308,-76.7002544869341 34.6954208034781,-76.7005618526951 34.6955949868504,-76.7008179848405 34.6958716067287,-76.7010228555225 34.6959330492928,-76.7012994809344 34.6959842964482,-76.7015658583656 34.6961276732438,-76.7017912339923 34.6964145501706,-76.7019448656688 34.6965374891018,-76.7021497956397 34.6965579875226,-76.7025493545999 34.6964658605454,-76.702784982699 34.6962404231781,-76.703020608103 34.6957998645929,-76.7032767375535 34.6957896108578,-76.7034816073372 34.6958203646736,-76.7036352956076 34.6957998690245,-76.7037582363424 34.6957179277376,-76.7039221079148 34.6955642388595,-76.704243734431 34.6954408014147,-76.704526611219 34.695390047298,-76.7047489810827 34.695491113088,-76.7047519805575 34.6954925474196,-76.7048441692652 34.6955130490536,-76.7048914808362 34.6955053618647,-76.7054793590194 34.6954105482188,-76.7056944839704 34.6954719837395,-76.7058715464045 34.6956168614861,-76.7059198578005 34.6956564281428,-76.7059812953794 34.6958716118988,-76.7061247958561 34.6959432993173,-76.7063706782241 34.6959535478634,-76.7069443630258 34.6960867345317,-76.7072107341688 34.6960559859849,-76.7075989204576 34.6958668628202,-76.7076102976207 34.6958613596497,-76.707835675044 34.6959125470243,-76.7078670505019 34.6959316755325,-76.7080712968548 34.6960559874621,-76.708450355362 34.6962096761656,-76.7087678595092 34.6962711088772,-76.7092384859883 34.6961665468694,-76.7093211714186 34.6961482367611,-76.7100382956116 34.6959740501217,-76.7101407331984 34.6960662359942,-76.7105197926039 34.6966911739567,-76.7104379219455 34.6968448629577,-76.7103661088251 34.6969984896333,-76.7104481124341 34.6972136743311,-76.7104622968324 34.6972527357817,-76.7105300468729 34.6974390462689,-76.7106939849206 34.697643928309,-76.7107518633744 34.6976632344112,-76.71078236028 34.6976734901299,-76.7109705456539 34.6977361130598,-76.7114111091136 34.6977156754932,-76.711728673448 34.6975517345926,-76.7120872359937 34.6972546110085,-76.7123286070223 34.6970678015709,-76.7124048605152 34.6970087395258,-76.7127326701354 34.6968960526784,-76.713009297344 34.6968960526784,-76.7132730445081 34.6969664260292,-76.7133166101044 34.6969780489302,-76.7136034843954 34.6969677968181,-76.7141976714469 34.6970189864628,-76.7147509249657 34.6970394891957,-76.7148527957156 34.696978362823,-76.7148533634509 34.696978047453,-76.7151811739694 34.6969678012495,-76.7152473591446 34.6969836731522,-76.7154372962333 34.6970292370913,-76.7154885496118 34.6971521773249,-76.7155909871986 34.6974595503749,-76.7157446745707 34.6977873620529,-76.7158471094626 34.6980639864201,-76.7159802936866 34.6982483637459,-76.7162466684228 34.698422549291,-76.7164925462992 34.6984737963818,-76.7166052354601 34.698422549291,-76.7167384232773 34.6981356771094,-76.7169432975526 34.6979307999796,-76.7172813605435 34.6978386139685,-76.7175067307803 34.6979410512338,-76.7176809186055 34.6982381117913,-76.7179268009735 34.6983713021684,-76.7181726770532 34.6984533013898,-76.7184185468448 34.6986172368115,-76.7186234202218 34.6986479245835,-76.7188591138978 34.6985864899435,-76.7192074266661 34.6986581742718,-76.7194942308885 34.6988221107647,-76.719893796137 34.6991704251584,-76.720016728787 34.6991704222042,-76.720170421549 34.6991191762834,-76.7205085474219 34.6990372390217,-76.7208158556907 34.6990474864461,-76.7212256716149 34.6989756732082,-76.7214919852657 34.6990167367837,-76.7218812944486 34.6990167367837,-76.7224037986353 34.6990064864014,-76.7226906693331 34.6989655513291,-76.7232848590794 34.6987606156924,-76.7235819175709 34.698637673417,-76.723694542053 34.6985044930697,-76.7237766067474 34.6982381110527,-76.7239302321358 34.6980742391349,-76.7241966086686 34.698043485418,-76.7244322340727 34.6979205494627,-76.724528607133 34.6977958629276,-76.7246064865766 34.6976951729278,-76.7247293590395 34.6976541744287,-76.725067421132 34.697684925336,-76.7255182343691 34.6977361086285,-76.7260136076376 34.6977146119597,-76.7262251132763 34.6977054212568,-76.7266553604833 34.6976746688801,-76.7270242374851 34.6977976125863,-76.7276081684709 34.6981459239068,-76.7277515494717 34.6978795495983,-76.7280179251063 34.6977054234725,-76.7283765469408 34.697623360732,-76.7285740451492 34.6975729875769,-76.728858046628 34.6975004876693,-76.7290321760627 34.6974697994718,-76.7292575445028 34.6975722386707,-76.7293907332184 34.6977361108442,-76.7293915452955 34.6977534220619,-76.7294009874874 34.6979819277279,-76.7294727296409 34.6981254251408,-76.7296161708289 34.6981766731542,-76.7297697962172 34.6982381117913,-76.7301079229885 34.6982278635282,-76.7306611091337 34.6983406120781,-76.7308352987555 34.698309860676,-76.7309377318507 34.698238114007,-76.7309889259404 34.6980332378694,-76.7311734237301 34.6978181136492,-76.7315707360038 34.6977982366731,-76.7315831749756 34.697797614802,-76.7328637323962 34.6977976125863,-76.7331608636512 34.697756608968,-76.7333862320914 34.697582487015,-76.733519420807 34.697551739024,-76.7337960480156 34.6975722386707,-76.734902485883 34.6976131766479,-76.7353941706689 34.6976951773591,-76.7362650433194 34.6979205553712,-76.7364801691687 34.698043485418,-76.7369631717374 34.6980837377769,-76.7369719222266 34.6980844844627,-76.7379251102016 34.6981284281309,-76.7380968608974 34.6983670480679,-76.7380331685471 34.698773609839,-76.738191921519 34.6994844900916,-76.7382361123428 34.7006127979222,-76.7382159218085 34.7011224252506,-76.73819967398 34.7018186750198,-76.7380711124864 34.7032891109902,-76.7380139248371 34.7039945509947,-76.7379014943911 34.705006299051,-76.7377367990635 34.7062225491806,-76.7375644860223 34.7078124209935,-76.7373706753981 34.7091139859188,-76.7372634884184 34.7100434865437,-76.736856170709 34.7108385468405,-76.7364989259919 34.7122974860407,-76.7359630485855 34.7136373015909,-76.7356056682228 34.714500740053,-76.7353079207236 34.7151557995308,-76.7350101121389 34.7156619856513,-76.7345635461364 34.7159596744631,-76.7338787352425 34.7159001754787,-76.7337596698398 34.7161383609281,-76.7335214815422 34.7173293015127,-76.7333726082418 34.7179248624706,-76.7333726028519 34.7184904889323,-76.733402360444 34.7194135474776,-76.7334023550541 34.7199792375925,-76.7332832968379 34.7205449253141,-76.7330152952527 34.7208725495303,-76.7328962352399 34.7213488615636,-76.7328068600556 34.7222420501667,-76.7325354826015 34.7238285447964,-76.7319195473371 34.7237791119901,-76.7306908586409 34.7236861138221,-76.7290152347347 34.7235533636419,-76.7283288589756 34.7229922380289,-76.7270134774646 34.722486113024,-76.7261633594904 34.7223600473688,-76.724029927166 34.7221969276165,-76.7216283567124 34.7220099249396,-76.7180816103413 34.721719361581,-76.7160704827445 34.7215358649973,-76.7139184211577 34.7213959877299,-76.7123462930537 34.7212937375155,-76.7108602936224 34.7211581135055,-76.7099776719063 34.7210784242173,-76.705972735333 34.7207386732645,-76.7046643525965 34.7205636745162,-76.7035266704251 34.7205519899531,-76.702542548065 34.7204184232804,-76.7008278573254 34.7202766103484,-76.699661611423 34.7202463005198,-76.6983491727929 34.7201363012222,-76.6972577403839 34.720197551512,-76.6964195448502 34.7203841750779,-76.6955469213832 34.7207922995524,-76.6935987953322 34.7209667381418,-76.6914043593151 34.7210893016826,-76.6903797328172 34.7211495522711,-76.6892386711838 34.7212482991702,-76.6871893588991 34.7213780516438,-76.6847725476284 34.7215404176774,-76.6837984199242 34.7216183005125,-76.6819056103318 34.7217734870959,-76.6796125473813 34.7219799849206,-76.678254548895 34.7221001104135,-76.6759215477453 34.7222703620385,-76.6736724204971 34.7224485505129,-76.6722867952225 34.7225873022417,-76.6709366713679 34.7225506752574,-76.6695089824801 34.7225426775232,-76.6678244823206 34.7225196116755,-76.6670599207924 34.7224841135889,-76.6664234904647 34.722446737878,-76.6655365460555 34.7221549917463,-76.6648155465303 34.7217874249308,-76.6629947944001 34.720808612853,-76.6619334825026 34.7207126785791,-76.6605368609506 34.7205842991507,-76.659640359365 34.7203664263165,-76.6588425484932 34.7200642397412,-76.6576029210118 34.7194181106117,-76.6570576705839 34.7191953636569,-76.6568593028062 34.7187560503788,-76.656628794206 34.7183817395922,-76.656300671972 34.7181467991505,-76.6559051087181 34.717885177246,-76.6552800447737 34.7165962344177,-76.6543421685828 34.7160848002931,-76.6524737958611 34.715412617134,-76.651172104675 34.7154616731862,-76.6506502257158 34.7153580525332,-76.6501256077932 34.7148533620519,-76.6492763593882 34.7143317949342,-76.6476934829418 34.714105174564,-76.6461493580202 34.7142722984707))","CarrotIsland_BeaufortInlet"
